corecvm, All active, 
calmcvm, None, No failures or errors detected.
engrcvm, None, No failures or errors detected.
pccvm, None, No failures or errors detected.
pecvm, All active, 
corecvm, None, No failures or errors detected.
pecvm, None, No failures or errors detected.
corecvm, Connected, 
calmcvm, Connected, 
engrcvm, Connected, 
pccvm, Connected, 
pecvm, Connected, 
calmcvm,  None ,   
engrcvm,  None ,   
corecvm,  None ,   
pccvm,  None ,   
pecvm,  None ,   
