engrcvm, None, No failures or errors detected.
corecvm, None, No failures or errors detected.
pecvm, None, No failures or errors detected.
calmcvm, None, No failures or errors detected.
pccvm, None, No failures or errors detected.
corecvm, Not all active, [['111.222.10.1', 'dbus.service', 'inactive'], ['111.222.10.7', 'dbus.service', 'inactive']]
